NO,영업리스트 수령일,본사담당자,지역,발주처,구분,사업명,제품명, 면적 , 금액 , 영업딜러 
1,2023-11-15,남기영 팀장,강원,강릉시,지자체,강릉스케이트장 인조잔디 설치,,, - ,
2,2024-02-01,남기영 팀장,강원,강릉시,지자체,"강릉 종합스포츠 타운 건립 (축구장, 야구장, 파크골프장, 테니스장)",,,,
3,2024-06-07,,강원,강릉시,지자체,동네체육시설 교체 및 신설,,,"200,000,000",
4,2024-06-07,,강원,강릉시,지자체,동네체육시설 유지보수 및 환경정비,,,"100,000,000",
5,2024-06-07,,강원,강릉시,지자체,파크골프장 정비,,,"400,000,000",
6,2024-06-07,,강원,강릉시,지자체,공공체 육시설 개보수,,,"250,000,000",
7,2024-06-07,,강원,강릉시,지자체,체육시설 정비 - 공공체육시설 개보수,,,"495,000,000",
8,2024-06-07,,강원,강릉시,지자체,미니 축구장 조성,,,"500,000,000",
9,2024-06-07,,강원,강릉시,지자체,강릉 교동 게이트볼장 시설보강,,,"100,000,000",
10,2024-06-07,,강원,강릉시,지자체,강릉 포남1동 게이트볼장 개보수공사,,,"300,000,000",
11,2024-06-07,,강원,강릉시,지자체,강릉 궁도장 조성,,,"1,000,000,000",
12,2024-06-07,,강원,고성군,지자체,토성생활체육공원 조성사업,,,"300,000,000",
13,2024-06-07,,강원,고성군,지자체,인조잔디구장 브러싱,,,"19,250,000",
14,2024-06-07,,강원,고성군,지자체,공공체육시설 관리 - 공공체육시설 유지보수 ,,,"70,000,000",
15,2024-06-07,,강원,고성군,지자체,학야리 파크골프장 조성사업,,,"1,000,000,000",
16,2024-06-07,,강원,고성군,지자체,고성 론볼장 조성사업,,,"2,000,000,000",
17,2024-06-07,,강원,고성군,지자체,간성족구장 조성사업,,,"600,000,000",
18,2023-10-24,남기영 팀장,강원,동해시,지자체,하수종말처리장 부지 내 유소년전용 축구장 - 24년사업,MD 55,"5,000","307,500,000",
19,2023-10-24,남기영 팀장,강원,동해시,지자체,하수종말 처리장 실외 테니스장 신규조성,MD 25,"5,600","216,720,000",
20,2024-02-23,이상원 부장,강원,동해시,지자체,해오룸 스포츠타운 테니스장 6면,MD 25,,,
21,2023-11-02,김봉진 실장,강원,동해시,지자체,"동해시 야구장, 테니스장",MD 55,, - , 김봉진 실장님 
22,2024-06-07,,강원,동해시,지자체,동해웰빙레포츠타운 풋살구장 인조잔디 정비,,,"40,000,000",
23,2024-06-07,,강원,동해시,지자체,동해 백세건강스포츠 센터 건립,,,"400,000,000",
24,2024-06-07,,강원,동해시,지자체,동트는 야구장(리틀야구장)조성공사,,,"100,000,000",
25,2024-06-07,,강원,동해시,지자체,풋살구장 인조잔디 정비,,,"40,000,000",
26,2023-09-12,김봉진 실장,강원,삼척시,지자체," 제2복합 스포츠타운 축구장1면, 야구장 1면,테니스장1면,파크골프장
1면",MD 55,"15,000","922,500,000", 김봉진 실장님 
27,2023-11-02,김봉진 실장,강원,삼척시,지자체," 삼척 복합체육공원 야구장1면, 축구장2면, 풋살장3면, 족구장 4면",MD 55,"20,000","1,230,000,000", 김봉진 실장님 
28,2024-06-07,,강원,삼척시,지자체,오분 게이트볼장 이전 신축공사,,,"500,000,000",
29,2024-06-07,,강원,삼척시,지자체,제60회 강원특별자치도민체육대회 경기장 유지보수,,,"500,000,000",
30,2024-06-07,,강원,삼척시,지자체,생활문화체육공원 조성,,,"2,347,000,000",
31,2024-06-07,,강원,삼척시,지자체,동네체육시설 설치 및 유지관리 - 동네체육시설 유지보수(읍면동포함),,,"150,000,000",
32,2024-06-07,,강원,삼척시,지자체,도계파크골프장 조성사업,,,"1,000,000,000",
33,2024-06-07,,강원,삼척시,지자체,전천후 실내연습장 건립,,,"1,300,000,000",
34,2024-06-07,,강원,삼척시,지자체,삼척 골프연습장 조성사업,,,"1,600,000,000",
35,2024-06-07,,강원,삼척시,지자체,동네체육시설 신규설치 및 보수,,,"40,000,000",
36,2024-06-07,,강원,삼척시,지자체,속초 교동게이트볼장 환경공사,,,"25,000,000",
37,2024-06-07,,강원,삼척시,지자체,반다비 체육센터 조성,,,"1,500,000,000",
38,2024-06-07,,강원,삼척시,지자체,공공체육시설 유지관리,,,"250,000,000",
39,2024-06-07,,강원,삼척시,지자체,학교 체육시설 환경개선 사업,,,"594,000,000",
40,2023-10-24,이상원 부장,강원,원주교육지원청,학교,문막고등학교 풋살장 조성,MD 55,"2,400","147,600,000", 임진호 대표 
41,2023-10-24,이상원 부장,강원,원주교육지원청,학교,원주고등학교 인조잔디 운동장 조성,MD 55,"7,500","461,250,000", 임진호 대표 
42,2023-10-26,남기영 팀장,강원,원주시,지자체, 각림문화체육공원 부대시설 및 주차장 조성사업 실시설계(테니스장),MD 25,, - ,
43,2024-03-12,남기영 팀장,강원,원주시,지자체, 원주 양궁장 내 테니스장 인조잔디 6면조성,MD 25,,,
44,2023-10-26,남기영 팀장,강원,인제군,지자체, 인제종합운동장,MD 55,"8,000","492,000,000",
45,2024-06-07,,강원,인제군,지자체,체육시설 관리(자체) - 체육시설 유지보수,,,"300,000,000",
46,2024-06-07,,강원,인제군,지자체,체육시설 및 편의시설 확충(자체) - 소규모 다목적체육시설,,,"600,000,000",
47,2024-06-07,,강원,인제군,지자체,"체육시설 및 편의시설 확충(자체) - 파크골프장 조성(한계, 서화)",,,"300,000,000",
48,2024-06-07,,강원,인제군,지자체,인제종합운동장 조성[도비](전환사업)  - 인제종합운동장 조성,,,"11,650,000,000",
49,2024-06-07,,강원,인제군,지자체,인제종합운동장 조성[자체] - 인제종합운동장 조성,,,"3,000,000,000",
50,2024-06-07,,강원,인제군,지자체,인제 골프연습장 조성[도비](전환사업) - 인제 골프연습장 조성,,,"2,567,500,000",
51,2024-06-07,,강원,인제군,지자체,인제 풋살장 조성사업[도비](전환사업) - 인제 풋살장 조성사업,,,"500,000,000",
52,2024-06-07,,강원,인제군,지자체,남면 전천후테니스장 조성사업[도비](전환사업) - 남면 전천후테니스장 조성사업,,,"500,000,000",
53,2024-06-07,,강원,인제군,지자체,"서화 체육시설(테니스장,풋살장) 조성사업[균특] - 서화 체육시설(테니스장,풋살장) 조성사업",,,"1,000,000,000",
54,2024-06-07,,강원,인제군,지자체,"인제 전천후게이트볼장 개보수 공사[기금] 
- 인제 전천후게이트볼장 공사",,,"330,000,000",
55,2024-06-07,,강원,인제군,지자체,"서화 전천후게이트볼장 개보수 공사[기금]
 - 서화 전천후게이트볼장 개보수 공사",,,"360,000,000",
56,2024-06-07,,강원,인제군,지자체,남면 생활체육공원 부지 확장공사,,,"800,000,000",
57,2024-06-07,,강원,양구군,지자체,학교체육시설 개선사업,,,"435,166,000",
58,2024-06-07,,강원,양구군,지자체,관내 체육시설 유지관리 및 보수,,,"500,000,000",
59,2024-06-07,,강원,양구군,지자체,양구 제2실내테니스장 건립,,,"1,982,000,000",
60,2024-06-07,,강원,양구군,지자체,양구 종합스포츠센터,,,"2,181,000,000",
61,2024-06-07,,강원,양구군,지자체,다목적 실내체육관 신축사업,,,"2,777,000,000",
62,2024-06-07,,강원,양구군,지자체,양구 종합체육공원 조성사업,,,"3,798,000,000",
63,2024-06-07,,강원,영월군,지자체,덕포리 실내체육관 조성,,,"80,000,000",
64,2024-06-07,,강원,영월군,지자체,읍면게이트볼장 재정비 4개소,,,"400,000,000",
65,2024-06-07,,강원,정선군,지자제,남면 그라운드골프장 조성,,,"550,000,000",
66,2024-06-07,,강원,정선군,지자제,정선테니스장 전천후 환경개선(전환사업),,,"5,000,000,000",
67,2024-06-07,,강원,정선군,지자제,게이트볼장 시설정비 - 여량면 게이트볼장 시설개선 사업,,,"30,000,000",
68,2024-06-07,,강원,정선군,지자제,게이트볼장 시설정비 - 임계면 게이트볼장 노후 시설물 정비,,,"30,000,000",
69,2024-06-07,,강원,정선군,지자제,소규모 공공(동네)체육시설 보수 - 소규모 공공체육시설 보수,,,"150,000,000",
70,2024-06-07,,강원,철원군,지자제,소규모 체육시설 조성 및 관리,,,"700,000,000",
71,2024-06-07,,강원,철원군,지자제,철원 다목적실내체육관 건립사업,,,"2,955,000,000",
72,2024-06-07,,강원,철원군,지자제,화강 파크골프장 조성사업,,,"1,610,000,000",
73,2024-06-07,,강원,철원군,지자제,철원 실내사격장 건립사업,,,"588,000,000",
74,2024-06-07,,강원,철원군,지자제,갈말게이트볼장 신축사업,,,"1,000,000,000",
75,2024-06-07,,강원,철원군,지자제,주민자치역량강화 - 화지 다목적구장 바닥교체 및 기둥보호대 공사,,,"20,000,000",
76,2023-10-30,남기영 팀장,강원,춘천시,지자체,춘천교육대학교 운동장 인조잔디 설치 공사,MD 55,"8,000","492,000,000",
77,2024-06-07,,강원,춘천시,지자체,생활체육시설 확충 및 보강,,,"253,000,000",
78,2024-06-07,,강원,춘천시,지자체,신사우동 게이트볼장 시설개선,,,"360,000,000",
79,2024-06-07,,강원,춘천시,지자체,충혼게이트볼장 증축,,,"80,000,000",
80,2024-06-07,,강원,춘천시,지자체,신북읍 파크골프장 조성,,,"1,408,000,000",
81,2024-06-07,,강원,춘천시,지자체,퇴계동 국민체육센터 건립,,,"1,990,000,000",
82,2024-06-07,,강원,태백시,지자체,태백 휴 전지훈련센터 조성,,,"5,800,000,000",
83,2024-06-07,,강원,태백시,지자체,태백 스포츠파크 야구장 시설확충사업,,,"1,240,000,000",
84,2024-06-07,,강원,태백시,지자체,소도게이트볼장 환경개선사업,,,"100,000,000",
85,2024-06-07,,강원,태백시,지자체,게이트볼장 정비,,,"100,000,000",
86,2024-06-07,,강원,태백시,지자체,공공체육시설 정비 - 동네체육시설 정비,,,"40,000,000",
87,2024-06-07,,강원,태백시,지자체,사계절 다목적 전지훈련 시설(에어돔) 조성,,,"2,500,000,000",
88,2024-06-07,,강원,태백시,지자체,태백시 36홀 파크골프장 조성사업 기본계획 수립 용역,,,"22,000,000",
89,2024-06-07,,강원,평창군,지자체,대화축구장 조성,,,"1,980,000,000",
90,2024-06-07,,강원,평창군,지자체,대화체육공원 시설개선,,,"400,000,000",
91,2024-06-07,,강원,평창군,지자체,용평파크골프장 확장사업,,,"300,000,000",
92,2024-06-07,,강원,평창군,지자체,교육재정지원 - 계촌초 다목적구장 바닥재 설치,,,"12,788,000",
93,2024-06-07,,강원,평창군,지자체,체육시설 운영 및 확충 - 공공체육시설 보수 ,,,"100,000,000",
94,2024-06-07,,강원,평창군,지자체,체육시설 운영 및 확충 - 소규모 체육시설 보수 ,,,"120,000,000",
95,2024-06-07,,강원,홍천군,지자체,공공체육시설 시설 개보수,,,"200,000,000",
96,2024-06-07,,강원,홍천군,지자체,두촌면 철정2리 게이트볼장 환경 개선,,,"50,000,000",
97,2024-06-07,,강원,홍천군,지자체,내촌면 생활체육공원 테니스장 보수,,,"95,000,000",
98,2024-06-07,,강원,홍천군,지자체,내면 고원체육공원 테니스장 보수,,,"110,000,000",
99,2024-06-07,,강원,홍천군,지자체,공공체육시설 확충 - 내촌면 물걸리 게이트볼장 토지 취득,,,"130,000,000",
100,2024-06-07,,강원,홍천군,지자체,홍천군 전용게이트볼장 신촉,,,"668,000,000",
101,2024-06-07,,강원,홍천군,지자체,남면 권역 국민체육센터 건립,,,"1,600,000,000",
102,2024-06-07,,강원,홍천군,지자체,내면 국민체육센터 건립,,,"1,600,000,000",
103,2024-06-07,,강원,홍천군,지자체,내면 광원리 파크골프장 조성,,,"800,000,000",
104,2024-06-07,,강원,횡성군,지자체,생활체육공원 개선사업,,,"500,000,000",
105,2024-06-07,,경기,가평군,지자체,체육진흥시설 지원(지방체육시설지원)(전환)(자체/지원) - 체육진흥시설 지원(지역개발기금),,,"25,000,000,000",
106,2024-06-07,,경기,가평군,지자체,체육진흥시설 지원(지방체육시설지원)(전환)(자체/지원) -체육진흥시설 지원,,,"3,500,000,000",
107,2024-06-07,,경기,가평군,지자체,경기도사격테마파크 레포츠 시설 확충(자체/직접) - 경기도사격테마파크 레포츠 시설 확충,,,"2,088,800,000",
108,2024-06-07,,경기,가평군,지자체,공공체육시설 개보수 지원(기금/지원) - 노후시설 개보수 지원,,,"69,707,000",
109,2024-06-07,,경기,가평군,지자체,경기도 선수촌 건립 타당성 조사 연구용역 (자체/직접) - 경기도 선수촌 건립 타당성 용역,,,"200,000,000",
110,2024-06-07,,경기,가평군,지자체,가평생활체육공원 축구장 시설 개보수,,,"650,000,000",
111,2024-06-07,,경기,가평군,지자체,조종생활체육공원 시설 개보수,,,"400,000,000",
112,2024-06-07,,경기,가평군,지자체,설악테니스장 시설 개보수사업,,,"900,000,000",
113,2024-06-07,,경기,가평군,지자체,가평테니스장 노후시설 보수공사,,,"700,000,000",
114,2024-06-07,,경기,가평군,지자체,경기도종합체육대회 경기장 시설 개보수 - 가평보납정 시설 개보수사업,,,"70,000,000",
115,2024-06-07,,경기,가평군,지자체,청평생활체육공원 시설 개보수사업,,,"300,000,000",
116,2024-06-07,,경기,가평군,지자체,가평종합운동장 시설 개보수사업,,,"2,700,000,000",
117,2024-05-02,김봉진 실장,경기,고양시,지자체,성라테니스장 3면,EG 20,, - ,
118,2024-06-07,,경기,고양시,지자체,학교 시설환경 개선사업 - 다목적 구장 조성(고양일고),,,"205,000,000",
119,2024-06-07,,경기,고양시,지자체,체육시설유지관리공사 - 공공체육시설 유지보수(안전 및 긴급),,,"300,000,000",
120,2024-06-07,,경기,고양시,지자체,공공체육시설 확충 - 관산근린공원 다목적구장 신축 공사,,,"500,000,000",
121,2024-06-07,,경기,고양시,지자체,공공체육시설 확충 - 성석동 스포츠 콤플렉스 조성공사(설계비),,,"150,000,000",
122,2024-06-07,,경기,고양시,지자체,공공체육시설 확충 - 행주한강공원 체육시설 조성공사(설계비),,,"80,000,000",
123,2024-01-31,이상원 부장,경기,과천시,지자체,제2경인 연결고속도로 하부공간 테니스장 및 풋살장 조성,,,,
124,2024-06-07,,경기,과천시,지자체,동네체육시설 유지보수공사,,,"100,000,000",
125,2024-06-07,,경기,과천시,지자체,향촌마을소공원 배드민턴장 환경개선공사,,,"20,000,000",
126,2024-06-07,,경기,과천시,지자체,주암동 궁도장 건립,,,"100,000,000",
127,2024-06-07,,경기,과천시,지자체,제2실내체육관 건립,,,"5,500,000,000",
128,2024-06-07,,경기,과천시,지자체,제2경인고속도로 하부공간 생활체육시설 조성,,,"1,700,000,000",
129,2024-06-07,,경기,과천시,지자체,제2경인고속도로 하부공간 테니스장 조성,,,"1,100,000,000",
130,2024-06-07,,경기,과천시,지자체,관문체육공원 테니스장 정비,,,"225,000,000",
131,2024-06-07,,경기,과천시,지자체,문원체육공원공원조성계획(변경) 및 실시계획인가(변경) 용역,,,"60,000,000",
132,2024-06-07,,경기,과천시,지자체,과천 지식정보타운 문화체육시설 건립 기본 및 실시설계용역,,,"400,217,400",
133,2024-06-07,,경기,과천시,지자체,문원꿈나라풋살장 등 2개소 체육시설 정비공사,,,"290,000,000",
134,2024-06-07,,경기,광명시,지자체,광명시민건강체육센터 조성사업 설계용역,,,"1,800,000,000",
135,2024-06-07,,경기,광명시,지자체,생활체육시설 신설 및 개보수,,,"200,000,000",
136,2024-06-07,,경기,광명시,지자체,소화문화공원 조성사업(실시설계),,,"1,770,000,000",
137,2024-06-07,,경기,광명시,지자체,운산고등학교 운동장 인조잔디 교체 공사,,,"400,000,000",
138,2024-06-07,,경기,광명시,지자체,광명동초등학교 운동장 트랙 조성공사,,,"79,000,000",
139,2024-06-07,,경기,광명시,지자체,진성고등학교 운동장 트랙 조성공사,,,"400,000,000",
140,2023-09-22,남기영 팀장,경기,광주시,지자체,체육진흥시설(종합운동장 건립),MD 55,"8,000","492,000,000", 이영만 이사 
141,2024-06-07,,경기,광주시,지자체,소규모 체육시설 조성,,,"394,320,000",
142,2024-06-07,,경기,광주시,지자체,신현 문화체육복합센터 건립공사,,,"5,100,000,000",
143,2024-06-07,,경기,광주시,지자체,송정남근린공원 조성사업,,,"3,000,000,000",
144,2024-06-07,,경기,광주시,지자체,탄벌4호 어린이공원,,,"825,000,000",
145,2024-06-07,,경기,광주시,지자체,송정소공원 리모델링 사업,,,"120,000,000",
146,2024-06-07,,경기,광주시,지자체,경안근린공원 주차타워 조성사업,,,"500,000,000",
147,2024-06-07,,경기,광주시,지자체,광주시 반다비 체육센터 건립,,,"2,000,000,000",
148,2024-06-07,,경기,광주시,지자체,신현 배수지 체육시설 개선사업,,,"100,000,000",
149,2024-06-07,,경기,광주시,지자체,퇴촌면 생활체육시설 조성사업(25년까지),,,"7,750,000,000",
150,2023-10-17,이상원 부장,경기,구리시,지자체,구리시 족구장 5면,MD 25,"3,500","135,450,000", 위즈 
151,2024-06-07,,경기,구리시,지자체,갈매 복합커뮤니티센터 건립(생활체육시설 지원사업),,,"400,000,000",
152,2024-06-07,,경기,구리시,지자체,아천동 유수지 파크골프장 조성사업,,,"300,000,000",
153,2024-06-07,,경기,군포시,지자체,동네체육시설 유지보수,,,"75,000,000",
154,2024-06-07,,경기,군포시,지자체,태을 배드민턴장 노후시설물 개보수 공사,,,"110,000,000",
155,2023-09-12,이상원 부장,경기,김포시,지자체, 실내테니스장 건립(솔터체육공원) - 4코트,MD 25,"2,600","100,620,000",
156,2023-11-21,이상원 부장,경기,김포시,지자체,율생체육공원 족구장 조성,MD 25,, - ,
157,2023-11-21,이상원 부장,경기,김포시,지자체,"학운단지 김포골드밸리 중앙체육공원 내 축구장, 야구장",MD 55,,,
158,2024-06-07,,경기,김포시,지자체,솔터축구장 환경 개선,,,"4,100,000,000",
159,2024-06-07,,경기,김포시,지자체,공공체육시설 설치 및 정비예산,,,"300,000,000",
160,2024-06-07,,경기,김포시,지자체,마산등 실내 배드민턴장 건립 설계비,,,"120,000,000",
161,2024-06-07,,경기,김포시,지자체,솔터체육공원 파크골프장 설계비,,,"120,000,000",
162,2023-10-17,이상원 부장,경기,남양주시,지자체,테니스장 인조잔디 설치 4면,MD 25,"2,800","108,360,000", 배정주 
163,2023-10-26,남기영 팀장,경기,남양주시,지자체,호원권역 복합체육센터 건립공사 공원조성계획 용역,,,, 미정 
164,2024-04-11,김봉진 실장,경기,남양주시,지자체,별내배수지 인조잔디,,,,
165,2024-04-11,김봉진 실장,경기,남양주시,지자체,지금배수지 테니스장,,,,
166,2024-04-11,김봉진 실장,경기,남양주시,지자체,오남유소년 축구장,,,,
167,2024-06-07,,경기,남양주시,지자체,남양주체육문화센터 테니스장 노후시설 개보수,,,"450,000,000",
168,2024-06-07,,경기,남양주시,지자체,조안면 진중리 게이트볼장 철거공사,,,"300,000,000",
169,2024-06-07,,경기,남양주시,지자체,체육시설 유지보수비,,,"350,000,000",
170,2024-06-07,,경기,남양주시,지자체,"개발제한구역 지원(개발제한구역 주민지원사업) 
- 조안면 주민운동장[게이트볼장] 이전 설치",,,"230,000,000",
171,2024-06-07,,경기,남양주시,지자체,사능리 체육시설 조성사업,,,"150,000,000",
172,2024-06-07,,경기,남양주시,지자체,별내면 배드민턴장 조성사업,,,"1,900,000,000",
173,2024-06-07,,경기,성남시,지자체,시립체육시설유지보수공사,,,"1,357,436,000",
174,2024-06-07,,경기,성남시,지자체,탄천변 제1체육공원 파크골프장 조성공사,,,"1,750,000,000",
175,2024-06-07,,경기,성남시,지자체,양지터널 상부 체육시설 조성공사,,,"2,850,000,000",
176,2024-06-07,,경기,성남시,지자체,양지공원 다목적구장 내 체육시설 조성공사,,,"845,000,000",
177,2024-06-07,,경기,성남시,지자체,낙생대공원 테니스장 조성공사,,,"750,000,000",
178,2024-06-07,,경기,성남시,지자체,한성정체육시설정비,,,"300,000,000",
179,2024-06-07,,경기,성남시,지자체,화랑공원 다목적구장 인조잔디 교체공사,,,"124,000,000",
180,2023-11-25,김봉진 실장,경기,수원시,지자체,수원 대부둑공원 축구장,MD 55,"4,780","291,000,000", 이영만 이사 
181,2024-06-07,,경기,수원시,지자체,체육시설 확충 - 만석공원 전천후 테니스장 조성 ,,,"1,000,000,000",
182,2024-06-07,,경기,수원시,지자체,종합운동장 시설 개선,,,"686,000,000",
183,2024-06-07,,경기,수원시,지자체,생활체육시설 보수 및 유지관리,,,"400,000,000",
184,2024-06-07,,경기,수원시,지자체,서수원주민편익시설 야구장 시설개선,,,"110,000,000",
185,2024-06-07,,경기,수원시,지자체,광교체육센터 시설개선,,,"494,000,000",
186,2024-06-07,,경기,수원시,지자체,테마공원 조성 - 당수체육공원 조성(2단계),,,"200,000,000",
187,2024-06-07,,경기,안산시,지자체,체육시설 기능확충 및 보완,,,"450,000,000",
188,2024-06-07,,경기,안산시,지자체,와 스타디움 보수보강공사 실시설계용역,,,"40,000,000",
189,2024-06-07,,경기,안산시,지자체,노적봉공원 시설물 관리 - 피클볼 구장 조성사업(주민참여),,,"80,000,000",
190,2024-06-07,,경기,안산시,지자체,근린공원 시설물 관리(상록) - 부곡공원 생활체육시설 정비(주민참여),,,"50,000,000",
191,2024-06-07,,경기,안산시,지자체,사등공원 조성사업,,,"10,000,000,000",
192,2024-06-07,,경기,안산시,지자체,부곡공원 생활체육시설 정비,,,"50,000,000",
193,2024-06-07,,경기,안산시,지자체,석수골공원 족구장 보완공사,,,"100,000,000",
194,2024-06-07,,경기,안산시,지자체,고잔공원 환경개선사업,,,"300,000,000",
195,2023-09-12,이상원 부장,경기,안성시,지자체," 서안성 스포츠파크 조성(축구장1면, 야구장1면, 풋살장1면)",MD 55,"10,000","615,000,000", 이영만 이사 
196,2024-06-07,,경기,안성시,지자체,안성맞춤공감센터 (체육시설) 건립,,,"2,810,000,000",
197,2024-06-07,,경기,안성시,지자체,안성맞춤구장 인조잔디 유지보수,,,"40,000,000",
198,2024-06-07,,경기,안성시,지자체,안성맞춤소프트테니스구장 시설개선 공사,,,"4,590,000,000",
199,2024-06-07,,경기,안성시,지자체,백성초 내 국민체육센터 건립사업 용역,,,"1,121,907,000",
200,2024-06-07,,경기,안양시,지자체,야구장 및 풋살장 조성공사,,,"1,000,000,000",
201,2024-06-07,,경기,안양시,지자체,체육시설 관리 - 체육시설물 보수·정비,,,"25,000,000",
202,2024-06-07,,경기,안양시,지자체,체육시설 관리 - 동네체육공원 및 간이운동시설 보수ㆍ정비,,,"25,000,000",
203,2024-06-07,,경기,안양시,지자체,충훈고 운동장 인조잔디구장 조성,,,"400,000,000",
204,2024-06-07,,경기,양주시,지자체,실내족구장 조성 사업,,,"755,000,000",
205,2024-06-07,,경기,양주시,지자체,공공체육시설설치·시설개선사업,,,"186,000,000",
206,2024-06-07,,경기,양주시,지자체,공공체육시설 확충  - 덕계공업지구 체육시설 조성 기획설계비,,,"22,000,000",
207,2024-06-07,,경기,양주시,지자체,공공체육시설 - 공공 체육시설 유지보수,,,"100,000,000",
208,2024-06-07,,경기,양평군,지자체,읍면체육시설 확충사업,,,"400,000,000",
209,2024-06-07,,경기,양평군,지자체,체육시설 인조잔디 설치공사,,,"335,000,000",
210,2024-06-07,,경기,양평군,지자체,체육시설 인조잔디 유지관리 사업,,,"50,000,000",
211,2024-06-07,,경기,양평군,지자체,청운 파크골프장 조성사업,,,"80,000,000",
212,2024-06-07,,경기,양평군,지자체,양평파크골프장 유지 및 보수사업 - 기타시설 유지관리 보수,,,"20,000,000",
213,2024-06-07,,경기,양평군,지자체,물맑은양평종합운동장 시설보완사업(개보수) - 기타 체육시설 유지관리,,,"100,000,000",
214,2024-06-07,,경기,양평군,지자체,단월파크골프장 조성사업,,,"900,000,000",
215,2024-06-07,,경기,양평군,지자체,단월 풋살장 조성사업,,,"900,000,000",
