NO,영업리스트 수령일,본사담당자,지역,발주처,구분,사업명,제품명, 면적 , 금액 , 영업딜러 
216,2024-06-07,,경기,양평군,지자체,교육여건개선 - 지평고 다목적 운동장 설치,,,"41,180,000",
217,2024-06-07,,경기,양평군,지자체,교육여건개선 - 대아초 운동장 환경개선 사업,,,"67,214,000",
218,2024-06-07,,경기,양평군,지자체,양평생활체육공원 유지관리 - 체육공원 주변 환경정비,,,"20,000,000",
219,2024-06-07,,경기,양평군,지자체,주민참여예산 - 세월1리 주민건강 체육시설 개선사업,,,"70,000,000",
220,2024-06-07,,경기,양평군,지자체,지역개발지원 - 문호6리 수달체육공원 운동시설 설치공사,,,"40,000,000",
221,2023-12-07,김봉진 실장,경기,용인시,지자체,용인 시민체육센터 축구장 인조잔디,MD 55,, - , 김봉진 실장님 
222,2024-06-07,,경기,용인시,지자체,원삼면 공공체육시설 설치,,,"1,800,000,000",
223,2024-06-07,,경기,용인시,지자체,체육시설 유지보수비,,,"850,000,000",
224,2024-06-07,,경기,용인시,지자체,무지개공원 게이트볼장 보강공사,,,"200,000,000",
225,2024-06-07,,경기,용인시,지자체,체육시설 운영 - 공공체육시설 유지보수,,,"100,000,000",
226,2024-06-07,,경기,용인시,지자체,체육시설 운영 - 토월체육공원 게이트볼장 환경 개선 공사,,,"18,000,000",
227,2024-06-07,,경기,용인시,지자체,체육시설 운영 - 신봉고가하부 게이트볼장 환경 개선 공사,,,"17,000,000",
228,2024-06-07,,경기,용인시,지자체,용동중학교 운동장 조성,,,"400,000,000",
229,2024-06-07,,경기,용인시,지자체,서룡초등학교 운동장 조성,,,"398,000,000",
230,2024-06-07,,경기,용인시,지자체,고매동 체육시설 개선공사,,,"200,000,000",
231,2024-06-07,,경기,용인시,지자체,영덕동 체육시설 개선공사,,,"200,000,000",
232,2024-06-07,,경기,용인시,지자체,하갈동 체육시설 개선공사,,,"100,000,000",
233,2023-10-16,이상원 부장,경기,의왕시,지자체,철도공사 인재개발원 인조잔디 조성,MD 55,, - , 엔제이 
234,2023-11-02,이상원 부장,경기,의왕시,지자체,내손 체육공원 축구장 인조잔디 교체,MD 55,"7,240","445,260,000", 엔제이 
235,2024-02-01,이상원 부장,경기,의왕시,지자체,백운호수공원 축구장 및 파크골프장 조성,,,,
236,2024-06-07,,경기,의왕시,지자체,체육시설 관리 - 동네체육시설 정비(시금고 협력사업),,,"150,000,000",
237,2024-06-07,,경기,의왕시,지자체,친환경 운동장 재조성,,,"125,000,000",
238,2024-06-07,,경기,의왕시,지자체,청계체육시설(풋살장)개선사업,,,"89,500,000",
239,2023-11-14,김봉진 실장,경기,의정부교육지원청,학교,광동고등학교 인조잔디 교체,MD 55,"4,000","246,000,000", 김봉진 실장님 
240,2023-11-21,남기영 팀장,경기,의정부시,지자체,의정부 보조경기장(축구장) 조성사업,MD 55,"8,190","503,685,000", 김봉진 실장님 
241,2023-11-17,이상원 부장,경기,이천시,지자체,설봉공원 테니스장 정비,MD 25,, - ,
242,2024-01-30,이영만 이사,경기,이천시,지자체,"증포동 체육공원 조성사업(축구장,풋살장,게이트볼장)",,,,
243,2024-06-07,,경기,이천시,지자체,소규모 체육시설 설치 및 보수 공사,,,"544,000,000",
244,2024-06-07,,경기,이천시,지자체,종합운동장 인조잔디 유지관리 6회,,,"13,214,520",
245,2024-06-07,,경기,이천시,지자체,읍면동 공공체육시설 잔디구장 유지보수공사,,,"200,000,000",
246,2024-06-07,,경기,이천시,지자체,히딩크 드림필드 축구장 개보수공사,,,"200,000,000",
247,2024-06-07,,경기,이천시,지자체,장호원 체육공원 축구장 잔디구장 보수,,,"31,000,000",
248,2023-11-17,이상원 부장,경기,이천중학교,학교,이천중학교 인조잔디 교체,MD 55,"8,400","516,600,000",
249,2024-06-07,,경기,이천시,지자체,경기도 종합체육대회 추진 - 경기도민체전 시설 개보수,,,"370,000,000",
250,2024-06-07,,경기,이천시,지자체,노후체육시설 정비,,,"180,000,000",
251,2024-06-07,,경기,이천시,지자체,부대시설 개선,,,"180,000,000",
252,2024-06-07,,경기,이천시,지자체,반다비 국민체육센터 건립,,,"6,282,909,000",
253,2024-06-07,,경기,이천시,지자체,운정 유아친화형 국민체육센터 건립,,,"490,000,000",
254,2024-06-07,,경기,이천시,지자체,캠프하우즈 야구전용구장 건립,,,"21,250,000",
255,2024-06-07,,경기,이천시,지자체,체육시설물 유지보수,,,"560,500,000",
256,2024-06-07,,경기,이천시,지자체,청석게이트볼장 인조잔디교체,,,"70,000,000",
257,2024-06-07,,경기,이천시,지자체,광탄 체육공원 시설 개선,,,"400,000,000",
258,2024-06-07,,경기,이천시,지자체,파주 스포츠가치관센터 건립 타당성조사용역,,,"200,000,000",
259,2023-10-17,이상원 부장,경기,평택시,군부대,평택 2함대 연병장 인조잔디 설치,MD 55,"7,800","479,700,000", 해군 군부대 영업자 
260,2023-12-01,김봉진 실장,경기,평택시,학교,평택 국제대학교 인조잔디 설치,MD 55,"6,500","399,750,000", 김봉진 실장님 
261,2024-02-23,김봉진 실장,경기,평택시,지자체,중앙게이트볼장,MD 55,400,"24,600,000", 김봉진 실장님 
262,2024-06-07,,경기,평택시,지자체,소규모체육시설보수및장비유지비,,,"160,000,000",
263,2024-06-07,,경기,평택시,지자체,소사벌레포츠타운 보수 및 유지관리,,,"120,000,000",
264,2024-06-07,,경기,평택시,지자체,안중레포츠공원 시설개선공사,,,"1,800,000,000",
265,2024-06-07,,경기,평택시,지자체,청북 다목적체육관 조성,,,"1,000,000,000",
266,2024-06-07,,경기,평택시,지자체,신대레포츠공원 확충공사,,,"2,000,000,000",
267,2024-06-07,,경기,평택시,지자체,공공체육시설 개선공사,,,"1,500,000,000",
268,2024-06-07,,경기,평택시,지자체,도시 공원 조성 - 청북지구 레포츠공원 조성,,,"6,000,000,000",
269,2024-06-07,,경기,평택시,지자체,홍원리 체육시설 조성공사,,,"500,000,000",
270,2024-06-07,,경기,포천시,지자체,공공체육시설 인조잔디 유지보수 용역,,,"100,000,000",
271,2024-06-07,,경기,포천시,지자체,풋살구장 및 족구장 잔디 교체 및 시설 유지보수,,,"50,000,000",
272,2024-06-07,,경기,포천시,지자체,게이트볼장 잔디교체 및 시설 유지보수,,,"50,000,000",
273,2024-06-07,,경기,포천시,지자체,포천 파크골프장 조성사업,,,"1,524,000,000",
274,2024-06-07,,경기,포천시,지자체,소홀생활체육공원 게이트볼장 개보수사업,,,"500,000,000",
275,2024-06-07,,경기,포천시,지자체,무봉리 테니스연습장 설치사업,,,"250,000,000",
276,2024-06-07,,경기,포천시,지자체,일동면 기산리 풋살장 조성사업,,,"700,000,000",
277,2024-06-07,,경기,포천시,지자체,영북테니스장 시설개선사업,,,"550,000,000",
278,2021-09-03,이상원 부장,경기,하남시,지자체,"종합운동장 경기장 인조잔디철거, 설치공사",MD 55,"8,000","492,000,000", 김응구팀장 
279,2024-06-07,,경기,하남시,지자체,하남 파크골프장 조성사업,,,"790,000,000",
280,2024-06-07,,경기,하남시,지자체,황산 복합체육시설 건립(설계),,,"500,000,000",
281,2024-06-07,,경기,하남시,지자체,창우동 배드민터장 재건립,,,"1,990,000,000",
282,2024-06-07,,경기,하남시,지자체,생활체육시설유지보수공사(풋살경기장등26개소),,,"643,916,988",
283,2024-06-07,,경기,하남시,지자체,감일복합커뮤니티(2단계)(생활체육) - 감일복합커뮤니티(2단계) 건립(국민체육진흥 기금) ,,,"1,700,000,000",
284,2024-06-07,,경기,하남시,지자체,"학교시설개방 지원 - 학교체육시설 유지보수비 지원 10,000,000원*2개교",,,"20,000,000",
285,2024-04-23,김봉진 실장,경기,화성시,지자체,도원생활체육공원,,"1,490",, 김봉진 실장님 
286,2024-04-23,김봉진 실장,경기,화성시,지자체,봉담와우코리오공원,,"1,164",, 김봉진 실장님 
287,2024-06-07,,경기,화성시,지자체,인조잔디 유지보수,,,"100,000,000",
288,2024-06-07,,경기,화성시,지자체,장지체육공원 농구장시설 개선공사,,,"280,000,000",
289,2024-06-07,,경기,화성시,지자체,동부권 체육시설물 정비,,,"200,000,000",
290,2024-06-07,,경기,화성시,지자체,서남부권 체육시설물 정비,,,"200,000,000",
291,2024-06-07,,경기,화성시,지자체,시각장애인 축구장 조성(설계),,,"50,000,000",
292,2024-06-07,,경기,화성시,지자체,화성남부국민체육센터 족구장 개선,,,"10,000,000",
293,2024-06-07,,경기,화성시,지자체,남양체육공원 게이트볼장 개선공사,,,"50,000,000",
294,2024-06-07,,경기,화성시,지자체,탄요유적공원 게이트볼장 개선공사,,,"40,000,000",
295,2024-06-07,,경기,화성시,지자체,동탄3동 인곡1저류지 체육시설 개선사업,,,"100,000,000",
296,2024-06-07,,경기,화성시,지자체,향남고 운동장 개선,,,"71,498,000",
297,2024-06-07,,경기,화성시,지자체,화성 반다비 체육센터 건립,,,"4,060,000,000",
298,2024-06-07,,경기,화성시,지자체,동네 생활체육시설 조성,,,"480,000,000",
299,2024-06-07,,경기,화성시,지자체,동학산 축구장 이전설치,,,"1,500,000,000",
300,2024-06-07,,경기,화성시,지자체,화성시 실내배드민턴장 시설개선,,,"140,000,000",
301,2024-06-07,,경기,화성시,지자체,중리(중동)인조잔디구장 설치,,,"33,700,000",
302,2024-06-07,,경기,화성시,지자체,동탄1동 게이트볼장 환경개선,,,"34,100,000",
303,2024-06-07,,경남,본청,지자체,공공체육시설 개보수 지원 - 공공체육시설 개보수 지원사업,,,"23,043,000,000",
304,2024-06-07,,경남,본청,지자체,일반 체육시설 설치 - 생활체육대축전 경기장시설 정비,,,"250,000,000",
305,2024-06-07,,경남,본청,지자체,체육진흥시설 지원(전환) - 지방체육시설 지원(전환),,,"1,652,000,000",
306,2024-06-07,,경남,본청,지자체,체육진흥시설 지원(전환) - 운동장체육시설 지원(전환),,,"630,000,000",
307,2024-06-07,,경남,본청,지자체,체육진흥시설 지원(전환) - 생활체육공원조성 지원(전환),,,"5,135,000,000",
308,2024-06-07,,경남,본청,지자체,체육진흥시설 지원(전환) - 노인건강체육시설 지원(전환),,,"5,570,000,000",
309,2024-06-07,,경남,본청,지자체,체육진흥시설 지원(전환) - 레저스포츠시설 지원(전환),,,"200,000,000",
310,2024-06-07,,경남,고성군,지자체,고성 당항포 경기장 개보수공사,,,"323,750,000",
311,2024-06-07,,경남,고성군,지자체,스포츠타운 2구장 잔디교체,,,"648,000,000",
312,2024-06-07,,경남,고성군,지자체,테니스장 시설 개선공사,,,"150,000,000",
313,2024-06-07,,경남,고성군,지자체,고성군 실내야구연습장 조성사업,,,"600,000,000",
314,2024-06-07,,경남,고성군,지자체,고성군 파크골프장 조성사업,,,"1,100,000,000",
315,2024-06-07,,경남,고성군,지자체,동고성체육시설(잔여지)조성사업,,,"2,000,000,000",
316,2024-06-07,,경남,거제시,지자체,고현보조운동장 인조잔디 정비공사,,,"100,000,000",
317,2024-06-07,,경남,거제시,지자체,전국(장애인)체전대비경기장시설개보수 지원 사업,,,"335,000,000",
318,2024-06-07,,경남,거제시,지자체,거제스포츠파크 인조잔디구장 시설개선,,,"700,000,000",
319,2023-11-15,김봉진 실장,경남,경남대학교,학교, 경남대학교 테니스장 4면,MD 25,"3,000","116,100,000", 김봉진 실장님 
320,2023-11-13,김봉진 실장,경남,김해 교육지원청,학교,장유중학교 인조잔디 설치,MD 55,"8,149","501,163,500", 김봉진 실장님 
321,2023-09-22,이상원 부장,경남,김해시,지자체,김해시 어방체육공원 축구장 노후시설 개선사업,MD 55,"7,300","448,950,000", 김주곤 대표 
322,2023-11-13,김봉진 실장,경남,김해시,지자체,김해 장유체육공원(율하체육공원) 축구장,MD 55,"7,630","469,245,000", 김봉진 실장님 
323,2023-11-13,김봉진 실장,경남,김해시,지자체,김해 축구센터 4면,MD 55,, - , 김봉진 실장님 
324,2024-06-07,,경남,김해시,지자체,중부스포츠파크조성기본계획용역,,,"200,000,000",
325,2024-06-07,,경남,김해시,지자체,체육시설 유지보수 - 공공체육시설 유지보수,,,"800,000,000",
326,2024-06-07,,경남,김해시,지자체,화포천 체육공원 노후시설 개선사업 - 시설물 개선 1식,,,"50,000,000",
327,2023-11-24,김봉진 실장,경남,산청군,지자체,생초면축구장 3면,MD 55,, - , 김봉진 실장님 
328,2023-11-24,김봉진 실장,경남,산청군,지자체,산청군 보조구장,MD 55,, - , 김봉진 실장님 
329,2024-06-07,,경남,산청군,지자체,생초 축구센터 건립사업 - 생초 축구센터 건립사업,,,"3,400,000,000",
330,2024-06-07,,경남,산청군,지자체,소규모 체육시설확충 - 차황면 파크골프연습장 조성사업,,,"110,000,000",
331,2024-06-07,,경남,산청군,지자체,체육시설 보수 및 수선유지비,,,"300,000,000",
332,2024-06-07,,경남,산청군,지자체,읍면 체육시설 보수 사업,,,"154,000,000",
333,2024-06-07,,경남,산청군,지자체,차황면 파크골프연습장 조성사업,,,"110,000,000",
334,2024-06-07,,경남,산청군,지자체,장승배기생태공원 체육시설 정비사업,,,"450,000,000",
335,2024-06-07,,경남,산청군,지자체,산엔청 파크골프장 조성사업,,,"300,000,000",
336,2024-06-07,,경남,산청군,지자체,오부 가마실권역 축구장 조성사업,,,"345,000,000",
337,2023-11-03,이상원 부장,경남,양산 교육지원청,학교,대운초등학교 풋살 경기장 신축사업,MD 55,"3,200","196,800,000",
338,2024-01-08,김봉진 실장,경남,양산시,지자체,"양산시 축구장 1개소, 풋살장 1개소",MD 55,,, 김봉진 실장님 
339,2024-06-07,,경남,양산시,지자체,회야정 시설 개선 - 회야정 시설 개선공사,,,"189,000,000",
340,2024-06-07,,경남,양산시,지자체,양산 강만호야구장 경기장 개보수,,,"110,000,000",
341,2024-06-07,,경남,양산시,지자체,수질정화공원 테니스장 시설 개선공사,,,"108,800,000",
342,2024-06-07,,경남,양산시,지자체,범어야구장 정비공사,,,"160,000,000",
343,2024-06-07,,경남,양산시,지자체,동부양산 파크골프장 조성사업,,,"2,850,000,000",
344,2024-06-07,,경남,의령군,지자체,생활체육시설 확충 시설부대비,,,"457,000,000",
345,2024-06-07,,경남,의령군,지자체,2024년전국체전경기장(의령홍의정)개보수,,,"107,000,000",
346,2024-06-07,,경남,의령군,지자체,의령제2다목적구장조성사업,,,"350,000,000",
347,2024-06-07,,경남,의령군,지자체,동부지역(부림신반)체육공원조성사업(전환),,,"2,000,000,000",
348,2024-06-07,,경남,의령군,지자체,남산공원 생활체육시설 개선,,,"150,000,000",
349,2024-06-07,,경남,진주시,지자체,"신안동 복합 스포츠타운 조성(52,700m2)",,,"17,001,000,000",
350,2024-06-07,,경남,진주시,지자체,명석지구체육공원 조성,,,"10,000,000,000",
351,2024-06-07,,경남,진주시,지자체,모덕체육공원 론볼경기장 개보수 사업,,,"800,000,000",
352,2024-06-07,,경남,진주시,지자체,공공체육시설 유지 보수 ,,,"950,000,000",
353,2024-06-07,,경남,진주시,지자체,진주종합경기장 관리 운영 - 진주종합경기장 시설 유지보수,,,"270,000,000",
354,2024-06-07,,경남,진주시,지자체,공원 내 시설물 정비 및 확충,,,"400,000,000",
355,2024-06-07,,경남,진주시,지자체,안락공원 조성,,,"9,413,000,000",
356,2023-09-12,남기영 팀장,경남,진주시,지자체," 진주 명석 야구스포츠파크조성사업 (야구장 2면, 유소년 1면)",MD 55,"15,000","922,500,000",
357,2024-06-07,,경남,창녕시,지자체,남지체육공원 축구장 인조잔디 교체,,,"700,000,000",
358,2024-06-07,,경남,창녕시,지자체,창녕스포츠파크 축구장 시설개선,,,"550,000,000",
359,2024-06-07,,경남,창녕시,지자체,남지테니스장 시설개선,,,"70,000,000",
360,2024-06-07,,경남,창녕시,지자체,대합파크골프장 조성,,,"1,900,000,000",
361,2024-06-07,,경남,창녕시,지자체,중부권 파크골프장 조성,,,"1,500,000,000",
362,2024-06-07,,경남,창녕시,지자체,남부권 파크골프장 조성,,,"2,200,000,000",
363,2024-05-07,김봉진 실장,경남,창원시,지자체, 창원 남산어울림 운동장 정비공사,MD 55,"6,300","387,450,000",
364,2024-05-07,김봉진 실장,경남,창원시,지자체, 창원 축구센터 하프돔 및 풋살경기장 인조잔디 교체공사,MD 55,,"470,000,000",
365,2024-03-12,김봉진 실장,경남,창원시,학교, 창원 상남초등학교,MD 55,"4,000","246,000,000",
366,2024-02-14,김봉진 실장,경남,창원시,지자체, 소계운동장 인조잔디,MD 55,"7,000","430,500,000", 김봉진 실장님 
367,2023-09-12,남기영 팀장,경남,창원시,지자체, 삼진운동장 인조잔디 교체공사,MD 55,"7,300","448,950,000", 김주곤 대표 
368,2023-09-12,남기영 팀장,경남,창원시,지자체, 여좌지구 국민체육센터,,, - , 김주곤 대표 
369,2024-06-07,,경남,창원시,지자체,합성1동 체육시설 조성사업,,,"100,000,000",
370,2024-06-07,,경남,창원시,지자체,갈뫼산 체육시설 조성사업,,,"100,000,000",
371,2024-06-07,,경남,창원시,지자체,대산파크골프장 조성사업,,,"540,000,000",
372,2024-06-07,,경남,창원시,지자체,소사 파크골프장 조성사업,,,"1,180,000,000",
373,2024-06-07,,경남,창원시,지자체,덕산조차장 파크골프장 조성사업,,,"100,000,000",
374,2024-06-07,,경남,창원시,지자체,창원시립테니스장 개보수공사,,,"782,000,000",
375,2024-06-07,,경남,창원시,지자체,진해야구장 개보수공사,,,"260,000,000",
376,2024-06-07,,경남,창원시,지자체,마산합포스포츠센터 개보수공사,,,"425,000,000",
377,2024-06-07,,경남,창원시,지자체,개발제한구역 생활공원조성사업 - 소계체육공원 노후시설 정비 사업,,,"1,200,000,000",
378,2024-06-07,,경남,창원시,지자체,삼진운동장 시설정비공사,,,"300,000,000",
379,2024-06-07,,경남,창원시,지자체,반지어울림운동장 테니스장 개선공사,,,"190,000,000",
380,2024-06-07,,경남,창원시,지자체,용호운동장 내 게이트볼장 시설개선공사,,,"200,000,000",
381,2024-06-07,,경남,창원시,지자체,"창원축구센터(하프돔,풋살장)인조잔디교체공사",,,"476,000,000",
382,2024-06-07,,경남,창원시,지자체,앵지밭골 체육시설 조성공사,,,"1,400,000,000",
383,2024-06-07,,경남,통영시,지자체,산양스포츠파크 실내야구연습장 건립,,,"900,000,000",
384,2024-06-07,,경남,하동군,지자체,읍면생활체육공원 시설개선 (4개소),,,"200,000,000",
385,2024-06-07,,경남,하동군,지자체,하동 스포츠파크 조성사업,,,"2,166,601,000",
386,2024-06-07,,경남,하동군,지자체,진교 파크골프장 조성사업,,,"250,000,000",
387,2024-06-07,,경남,하동군,지자체,악양 다목적 체육관 건립사업,,,"865,000,000",
388,2024-06-07,,경남,하동군,지자체,하동 힐링파크골프 조성사업,,,"700,000,000",
389,2024-06-07,,경남,하동군,지자체,유아친화형국민체육센터건립사업,,,"1,600,000,000",
390,2024-06-07,,경남,하동군,지자체,양보 파크골프장 조성사업,,,"198,600,000",
391,2024-06-07,,경남,하동군,지자체,읍면생활체육공원 시설개선사업 - 횡천파크골프장 기반시설 정비,,,"80,000,000",
392,2024-06-07,,경남,하동군,지자체,진교 파크골프장 건립사업(전환) - 진교 파크골프장 건립사업,,,"250,000,000",
393,2024-06-07,,경남,하동군,지자체,생활체육공원 관리운영 - 읍면 다목적체육시설 개보수,,,"110,000,000",
394,2024-06-07,,경남,함양군,지자체,공공체육시설 유지보수 및 소규모 수선,,,"100,000,000",
395,2024-06-07,,경남,함양군,지자체,"읍면체육시설유지보수 및 소규모수선
20,000,000원*10개소",,,"200,000,000",
396,2024-06-07,,경남,함양군,지자체,함양스포츠파크 조성사업 사후환경영향조사 용역,,,"100,000,000",
397,2024-06-07,,경남,함양군,지자체, 함양스포츠파크 조성사업(2단계)(지방비),,,"789,238,000",
398,2024-06-07,,경남,함양군,지자체,안의 실내게이트볼장 보수사업(전환),,,"90,000,000",
399,2024-06-07,,경남,함양군,지자체,안의 실내게이트볼장 보수사업(지방비),,,"210,000,000",
400,2024-06-07,,경남,함양군,지자체,함양공설운동장 보조축구장 보수사업(전환) ,,,"120,000,000",
401,2024-06-07,,경남,함양군,지자체,"운동장생활체육시설지원 - 함양공설운동장 보조축구장 보 수사업(전환)
(지방비)",,,"280,000,000",
402,2024-06-07,,경남,함양군,지자체,함양스포츠파크 조성사업(2단계),,,"1,200,000,000",
403,2024-06-07,,경남,함양군,지자체,안의 실내게이트볼장 보수사업,,,"300,000,000",
404,2024-06-07,,경남,함양군,지자체,함양공설운동장 보조축구장 보수사업,,,"400,000,000",
405,2024-03-25,이상원 부장,경남,함안군,지자체, 학동족구장 정비사업,EG 35,700,"44,450,000", 이상원 부장님 
406,2024-06-07,,경남,함안군,지자체,칠원 학동마을 족구장 정비,,,"80,000,000",
407,2024-06-07,,경남,함안군,지자체,국가하천변 파크골프장 확대조성,,,"1,400,000,000",
408,2024-06-07,,경남,함안군,지자체,칠원공설운동장 정비,,,"1,000,000,000",
409,2024-06-07,,경남,함안군,지자체,체육시설 설치 및 정비 - 칠서 무릉체육공원 확장을 위한 군계획시설결정 용역 ,,,"120,000,000",
410,2024-06-07,,경남,함안군,지자체,체육시설 설치 및 정비 - 칠북 공설운동장 체육공원 조성,,,"20,000,000",
411,2024-06-07,,경남,함안군,지자체,소규모 주민편익사업 - 소규모 체육시설 보수 및 정비,,,"60,000,000",
412,2024-06-07,,경남,함안군,지자체,야로중학교 운동장 야구시설 개선사업,,,"700,000,000",
413,2024-06-07,,경남,함안군,지자체,체육시설 관리 - 면 체육공원 노후시설 보수(10개소),,,"200,000,000",
414,2024-06-07,,경남,함안군,지자체,체육시설 관리 - 핫들생태공원 파크골프장정비,,,"60,000,000",
415,2024-06-07,,경남,함안군,지자체,읍면 체육시설물 정비 - 청덕체육공원 확장,,,"30,000,000",
416,2024-06-07,,경남,함안군,지자체,초계대공원 축구장 시설 개보수,,,"330,000,000",
417,2024-06-07,,경남,함안군,지자체,합천 다목적 체육관 신축사업,,,"8,998,000,000",
418,2024-06-07,,경남,함안군,지자체,대양국민체육센터 건립,,,"1,500,000,000",
419,2024-06-07,,경남,함안군,지자체,용주 갈마산공원 파크골프장 조성사업,,,"3,000,000,000",
420,2024-06-07,,대구,본청,지자체,달성군 방천리 파크골프장 조성(전환),,,"1,425,000,000",
421,2024-06-07,,대구,본청,지자체,강변리틀야구장(1구장) 개보수,,,"506,221,000",
422,2024-06-07,,대구,본청,지자체,대구광역시론볼경기장 개보수,,,"83,310,000",
423,2024-06-07,,대구,본청,지자체,아양아트센터 체육시설 개보수,,,"1,400,000,000",
424,2024-06-07,,대구,본청,지자체,옻골축구장 노후시설 정비사업,,,"90,000,000",
425,2024-06-07,,대구,본청,지자체,체육시설 확충 및 개보수 - 체육시설 확충 및 개보수,,,"300,000,000",
426,2024-06-07,,대구,군위군,지자체,공공체육시설 - 마을단위 소규모 체육시설 설치 ,,,"45,000,000",
427,2024-06-07,,대구,군위군,지자체,공공체육시설 - 군위 소프트 테니스장 인조잔디 설치공사,,,"250,000,000",
428,2024-06-07,,대구,군위군,지자체,공공체육시설 - 의흥 대추공원 파크골프 조성사업,,,"250,000,000",
429,2024-06-07,,대구,군위군,지자체,공공체육시설 - 군위읍 게이트볼장 조성사업,,,"1,550,000,000",
430,2024-06-07,,대구,군위군,지자체,공공체육시설관리 - 게이트볼장 시설보강,,,"15,000,000",
