NO,영업리스트 수령일,본사담당자,지역,발주처,구분,사업명,제품명, 면적 , 금액 , 영업딜러 
848,2024-01-03,이상원 부장,전북,군산교육지원청,학교,군산고등학교 인조잔디 운동장 사업,MD 55,"2,000","175,954,000",
849,2024-06-07,,전북,군산시,지자체,체육공원 및 시민생활 체육시설 보수,,,"100,000,000",
850,2024-06-07,,전북,군산시,지자체,소릉체육공원 내 그라운드골프장 정비사업,,,"200,000,000",
851,2024-06-07,,전북,군산시,지자체,서군산복합체육센터 건립사업,,,"4,695,062,000",
852,2024-06-07,,전북,군산시,지자체,생말파크골프장 조성사업,,,"1,500,000,000",
853,2024-01-03,이상원 부장,전북,김제교육지원청,학교,한들중학교 인조잔디 운동장 사업,MD 55,"2,700","314,107,000",
854,2024-06-07,,전북,김제시,지자체,김제 실내게이트볼장 조성(봉남면),,,"398,740,000",
855,2024-06-07,,전북,김제시,지자체,김제 실내게이트볼장 조성(배국면),,,"348,897,000",
856,2024-06-07,,전북,김제시,지자체,김제 실내게이트볼장 조성(용지면),,,"348,897,000",
857,2024-06-07,,전북,김제시,지자체,죽산면 파크골프장 조성,,,"993,700,000",
858,2024-06-07,,전북,김제시,지자체,축구전용구장 시설개선,,,"1,900,000,000",
859,2024-06-07,,전북,남원군,지자체,남원종합스포츠타운 풋살장 조성,,,"2,989,200,000",
860,2024-06-07,,전북,남원군,지자체,부남면 게이트볼장 인조잔디 교체공사,,,"100,000,000",
861,2024-01-03,이상원 부장,전북,부안교육지원청,학교,부안초등학교 인조잔디 운동장 사업,MD 55,,"507,002,000",
862,2023-10-27,남기영 팀장,전북,부안군,지자체,위도 실내게이트볼장 건립사업 기본 및 실시설계 용역,,, - ,
863,2024-06-07,,전북,부안군,지자체,스포츠시설 확충 - 부안테니스돔구장 건립사업,,,"500,000,000",
864,2024-06-07,,전북,부안군,지자체,스포츠시설 확충 - 부안실내론볼장 건립사업,,,"20,000,000",
865,2024-06-07,,전북,부안군,지자체,위도 실내게이트볼장 건립사업,,,"610,000,000",
866,2024-06-07,,전북,부안군,지자체,학교 운동장 인조잔디 조성,,,"60,000,000",
867,2024-06-07,,전북,부안군,지자체,청우생활문화센터 조성,,,"1,166,000,000",
868,2024-02-01,이상원 부장,전북,순창군,지자체,쌍치 금정체육공원 파크골프장 조성사업 실시설계 용역,,,,
869,2024-06-07,,전북,순창군,지자체,"체육기반시설 확충 - 유등 실내다목적구장 건립사업(총사업비32억원,`23~`25년) ",,,"1,127,000,000",
870,2024-06-07,,전북,순창군,지자체,체육기반시설 확충 - 유등 섬진강 체육공원 파크골프장 조성사업 ,,,"1,360,000,000",
871,2024-06-07,,전북,순창군,지자체,체육기반시설 확충 - 적성 실내다목적구장 건립사업 1식,,,"307,000,000",
872,2024-02-01,이상원 부장,전북,완주군,지자체,완주군 제2야구장 조성사업 기본계획 및 타당성 용역,,,,
873,2024-06-07,,전북,완주군,지자체,소양 복합체육시설 조성사업,,,"800,000,000",
874,2024-06-07,,전북,완주군,지자체,완주 과학산업단지 어린이체육관 조성,,,"596,650,000",
875,2024-06-07,,전북,완주군,지자체,완주군 축구메카 조성사업 토지매입,,,"1,500,000,000",
876,2024-06-07,,전북,완주군,지자체,완주 실내테니스장 조성 용역,,,"50,000,000",
877,2024-06-07,,전북,완주군,지자체,완주군 제2야구장 조성 설계,,,"50,000,000",
878,2024-06-07,,전북,완주군,지자체,이서 지사울공원 축구장 인조잔디 교체사업,,,"476,568,000",
879,2024-06-07,,전북,완주군,지자체,봉서골 생활체육공원 조성,,,"347,498,000",
880,2024-01-03,이상원 부장,전북,익산교육지원청,학교, 이리북중학교 인조잔디 운동장 사업,MD 55,"4,600","757,105,000",
881,2024-01-03,이상원 부장,전북,익산교육지원청,학교, 익산고등학교 인조잔디 운동장 사업,MD 55,"7,400","1,050,001,000",
882,2023-10-26,남기영 팀장,전북,익산시,지자체, 황등체육공원 조성사업 기본 및 실시설계 용역,MD 55,"8,400","516,600,000",
883,2023-10-26,남기영 팀장,전북,익산시,지자체, 북부권체육공원 조성사업 기본 및 실시설계 용역,MD 55,"10,000","615,000,000",
884,2023-11-21,남기영 팀장,전북,익산시,지자체, 원광대 시민개방형 체육시설 조성,,, - ,
885,2024-06-07,,전북,익산시,지자체,익산야구장 조성사업,,,"250,000,000",
886,2024-06-07,,전북,임실군,지자체,임실군 야구장 조성사업,,,"1,500,000,000",
887,2024-06-07,,전북,임실군,지자체,청웅면 게이트볼장 인조잔디 교체,,,"40,000,000",
888,2024-06-07,,전북,임실군,지자체,오수면 의견공원내 족구장 조성,,,"70,000,000",
889,2024-06-07,,전북,장수군,지자체,동네체육시설 조성사업,,,"150,000,000",
890,2024-06-07,,전북,장수군,지자체,장애인을 위한 체육시설 정비사업,,,"200,000,000",
891,2024-06-07,,전북,장수군,지자체,장계 파크골프장 조성,,,"400,000,000",
892,2024-06-07,,전북,장수군,지자체,번암 파크골프장 조성,,,"1,000,000,000",
893,2024-06-07,,전북,장수군,지자체,읍면체육시설 소규모 사업,,,"100,000,000",
894,2024-01-03,이상원 부장,전북,전주교육지원청,학교, 전주공업고등학교 인조잔디 운동장 사업,MD 55,"8,300","1,618,377,000",
895,2024-01-03,이상원 부장,전북,전주교육지원청,학교, 전주용와초등학교  인조잔디 운동장 사업(교체),MD 55,"4,400","400,001,000",
896,2024-01-03,이상원 부장,전북,전주교육지원청,학교, 우석고등학교  인조잔디 운동장 사업(교체),MD 55,"4,700","452,782,000",
897,2024-01-03,이상원 부장,전북,전주교육지원청,학교, 상산고등학교  인조잔디 운동장 사업(교체),MD 55,"5,100","429,097,000",
898,2024-01-03,이상원 부장,전북,전주교육지원청,학교, 유일여자고등학교  인조잔디 운동장 사업,MD 55,"8,000","661,752,000",
899,2023-09-12,이상원 부장,전북,전주시,지자체, 전주 육상경기장 야구장 복합스포츠타운,MD 55,, - ,
900,2023-11-02,김봉진 실장,전북,전주시,지자체, 전주 종합경기장 야구장,MD 55,, - , 김봉진 실장님 
901,2023-11-15,이상원 부장,전북,전주시,지자체, 남부권 반다비 체육센터 건립 ,,, - ,
902,2023-11-15,이상원 부장,전북,전주시,지자체, 전주실내체육관 건립,,, - ,
903,2024-02-01,이상원 부장,전북,정읍시,지자체,황토현 축구장 건립,,,,
904,2024-02-01,이상원 부장,전북,정읍시,지자체,정읍 스포츠 타운 건립,,,,
905,2024-06-07,,전북,정읍시,지자체,금붕동 게이트볼장 보수공사(인조잔디 충진재),,,"6,000,000",
906,2024-06-07,,전북,정읍시,지자체,샘고을 게이트볼장 신축비,,,"419,000,000",
907,2024-06-07,,전북,정읍시,지자체,체육시설관리 - 정읍종합운동장 제2종 공인 육상경기장 조성공사,,,"1,000,000,000",
908,2024-06-07,,전북,정읍시,지자체,주민참여예산 - 말고개공원 족구장 바닥 인조잔디 설치공사,,,"15,000,000",
909,2024-06-07,,전북,정읍시,지자체,"체육시설 확충 - 읍·면 체육시설 유지보수 1,600,000원*11개소",,,"17,600,000",
910,2024-06-07,,전북,진안군,지자체,"체육시설 확충 - 읍·면 체육시설 유지보수 1,600,000원*11개소",,,"17,600,000",
911,2024-06-07,,전북,진안군,지자체,"체육시설 확충 - 마령 전천후, 덕천게이트볼장 기능개선",,,"4,000,000",
912,2024-06-07,,전북,진안군,지자체,체육시설 확충 - 월랑공원 조성사업 사후환경영향조사 용역,,,"91,750,000",
913,2024-06-07,,전북,진안군,지자체,체육시설 확충 - 마령체련공원 기능개선 1식,,,"20,000,000",
914,2024-06-07,,전북,진안군,지자체,체육시설 확충 - 동향 게이트볼장 개보수 1식,,,"60,000,000",
915,2024-06-07,,전북,진안군,지자체,체육진흥시설지원(전환사업) - 동향 파크골프장 조성(전환),,,"400,000,000",
916,2024-06-07,,전북,진안군,지자체,체육진흥시설지원(전환사업) - 진안 테니스장 조성(전환),,,"1,600,000,000",
917,2024-06-07,,울릉,울릉도,지자체,공공체육시설유지보수,,,"50,000,000",
918,2024-06-07,,울릉,울릉도,지자체,서면체육시설보수공사,,,"22,000,000",
919,2024-06-07,,울릉,울릉도,지자체,현포게이트볼장 시설보수공사,,,"6,000,000",
920,2024-06-07,,울릉,울릉도,지자체,다목적복합구장시설보수공사,,,"50,000,000",
921,2024-06-07,,울릉,울릉도,지자체,울릉공설운동장시설운영 - 울릉군공설운동장유지보수,,,"20,000,000",
922,2024-06-07,,울릉,울릉도,지자체,북면사업경비 - 마을체육시설유지보수,,,"10,000,000",
923,2023-10-24,이상원 부장,제주,서귀포시,지자체,서귀포시 축구장 2면 24년 사업,MD 55,"16,000","984,000,000", 송영직 대표 
924,2023-10-24,김봉진 실장,제주,제주 세화고등학교,학교,세화고등학교 인조잔디 설치,MD 55,"5,600","344,400,000", 김봉진 실장님 
925,2023-09-12,남기영 팀장,제주,제주교육청,학교, 아라 월평 유초중학교 운동장조성,MD 55,"4,140","254,610,000", 김봉진 실장님 
926,2024-01-11,김봉진 실장,제주,제주교육청,학교, 제주 동화초등학교 인조잔디 교체작업,MD 55,"1,900","116,850,000",
927,2024-01-11,김봉진 실장,제주,제주교육청,학교, 제주 도련초등학교 인조잔디 교체작업,MD 55,"3,100","190,650,000",
928,2024-01-11,김봉진 실장,제주,제주교육청,학교, 신제주초등학교  인조잔디 교체작업,MD 55,"3,300","202,950,000",
929,2024-01-11,김봉진 실장,제주,제주교육청,학교, 제주 중앙고등학교  인조잔디 교체작업,MD 55,"7,900","485,850,000",
930,2023-10-24,이상원 부장,제주,제주시,지자체,남조봉공원 민오름지구 축구장 조성 - 25년 하반기 착수,MD 55,"8,000","492,000,000", 송영직 대표 
931,2023-12-14,이상원 부장,제주,제주시,지자체,걸매축구장 인조잔디 교체공사(특별교부세 12.06),,,,
932,2024-06-07,,제주,본청,지자체,제주시 서부지역 복합체육관 건립,,,"9,500,000,000",
933,2024-06-07,,제주,제주시,지자체,애월 생활 SOC 복합화사업(국민체육센터),,,"2,450,000,000",
934,2024-06-07,,제주,제주시,지자체,삼양반다비 체육센터 건립사업,,,"1,950,000,000",
935,2024-06-07,,제주,제주시,지자체,제주생활체육공원 국민체육센터 건립사업,,,"1,200,000,000",
936,2024-06-07,,제주,제주시,지자체,체육시설 개보수사업,,,"300,000,000",
937,2024-06-07,,제주,제주시,지자체,한경면 야외 테니스장 조성사업,,,"400,000,000",
938,2024-06-07,,제주,제주시,지자체,미리내공원 파크골프장 조성사업,,,"300,000,000",
939,2024-06-07,,제주,제주시,지자체,제주종합경기장 각종 대회행사대비 노후시설 보강공사,,,"80,000,000",
940,2024-06-07,,제주,제주시,지자체,공공체육시설 기능보강사업 - 읍면지역 공공체육시설 정비 및 기능보강 사업,,,"900,000,000",
941,2024-06-07,,제주,제주시,지자체,공공체육시설 기능보강사업 - 동지역 공공체육시설 정비 및 기능보강사업,,,"1,127,349,000",
942,2024-06-07,,제주,제주시,지자체,마을운동장등 각종 마을시설물 정비(기준보조율),,,"400,000,000",
943,2024-06-07,,제주,서귀포시,지자체,읍면지역 공공체육시설 보수보강공사,,,"150,000,000",
944,2024-06-07,,제주,서귀포시,지자체,월라봉 파크골프장 확장 조성사업,,,"1,000,000,000",
945,2024-06-07,,제주,서귀포시,지자체,서부지역 파크골프장 조성사업,,,"1,800,000,000",
946,2024-06-07,,제주,서귀포시,지자체,남원 파크골프장 확장 조성사업,,,"1,800,000,000",
947,2024-06-07,,제주,서귀포시,지자체,성산읍 테니스장 확충공사,,,"100,000,000",
948,2024-06-07,,제주,서귀포시,지자체,공공체육시설 유지보수 - 동지역 공공체육시설 보수보강공사,,,"100,000,000",
949,2024-06-07,,제주,서귀포시,지자체,공공체육시설 유지보수 - 월드컵경기장 보수보강공사,,,"100,000,000",
950,2024-06-07,,제주,서귀포시,지자체,공공체육시설 유지보수 - 인조잔디구장 유지보수공사,,,"30,000,000",
951,2024-06-07,,제주,서귀포시,지자체,강창학 주경기장 보수공사,,,"3,000,000,000",
952,2024-06-07,,제주,서귀포시,지자체,체육시설 관리운영 - 표선면 전천후 게이트볼장 보수공사,,,"50,000,000",
953,2023-11-08,김봉진 실장,제주,한라중학교,학교,한라중학교 인조잔디 설치,MD 55,"3,600","221,400,000", 김봉진 실장님 
954,2024-06-07,,충남,계룡시,지자체,생활체육시설 관리 및 유지보수 등,,,"148,650,000",
955,2024-06-07,,충남,계룡시,지자체,금암 게이트볼장 잔디 교체,,,"40,000,000",
956,2023-09-12,남기영 팀장,충남,공주시,지자체, 시립 테니스장 시설정비,MD 25,, - ,
957,2024-01-30,이영만 이사,충남,공주시,지자체,충청남도 교통연수원 축구장 개선,,,"700,000,000",
958,2024-06-07,,충남,공주시,지자체,사곡중 풋살장 인조잔디 조성,,,"37,008,000",
959,2024-06-07,,충남,공주시,지자체,마이스터고 인조잔디 풋살장 조성,,,"101,149,000",
960,2024-06-07,,충남,공주시,지자체,반포문화센터 체육시설 설치,,,"60,000,000",
961,2024-06-07,,충남,공주시,지자체,체육시설 유지관리 -  체육시설 정비 및 보수,,,"30,000,000",
962,2024-06-07,,충남,공주시,지자체,소규모생활체육시설 확충 및 보강 - 생활(동네)체육시설 확충 및 보강,,,"100,000,000",
963,2024-06-07,,충남,공주시,지자체,시민운동장 잔디구장 유지관리,,,"50,000,000",
964,2024-06-07,,충남,공주시,지자체,시민운동장 새단장(개보수),,,"1,134,000,000",
965,2024-06-07,,충남,금산군,지자체,금산산업고 인조잔디 운동장 조성 사업,,,"400,000,000",
966,2024-06-07,,충남,금산군,지자체,생활체육시설설치정비(자체) - 읍면 체육시설 확충 및 보수,,,"100,000,000",
967,2024-06-07,,충남,금산군,지자체,생활체육시설설치정비(자체) - 공공 체육시설 확충 및 보수,,,"100,000,000",
968,2024-06-07,,충남,금산군,지자체,이슬공원 족구장 시설보수보강,,,"174,384,000",
969,2024-06-07,,충남,금산군,지자체,반다비 체육센터 조성,,,"3,989,200,000",
970,2024-06-07,,충남,금산군,지자체,그라운드 골프장 확충사업 (토지매입),,,"1,710,000,000",
971,2023-11-25,이상원 부장,충남,논산시,지자체,논산시민운동장 야구장(미도)(내야),MD 55,"3,088","247,040,000",
972,2024-06-07,,충남,논산시,지자체,강경여자중학교 인조잔디 교체,,,"189,193,000",
973,2024-06-07,,충남,논산시,지자체,생활체육진흥 - 동네체육시설 및 체육공원 유지보수,,,"150,000,000",
974,2024-06-07,,충남,논산시,지자체,게이트볼장 등 체육시설 보수정비,,,"300,000,000",
975,2024-06-07,,충남,논산시,지자체,가야곡 풋살장 조성,,,"200,000,000",
976,2024-06-07,,충남,논산시,지자체,시민운동장 테니스장 확장 개보수,,,"150,000,000",
977,2024-06-07,,충남,논산시,지자체,강경 파크골프장 신규 조성,,,"1,600,000,000",
978,2024-06-07,,충남,논산시,지자체,논산 다목적 체육공원 조성 타당성 조성용역,,,"50,000,000",
979,2024-06-07,,충남,논산시,지자체,연산면 주민불편 시설 등 개선사업 - 체육 및 주민복지관련 시설물 정비 등,,,"20,000,000",
980,2023-11-30,남기영 팀장,충남,단국대학교,학교,단국대학교 천안캠퍼스 인조잔디,MD 55,"9,500","584,250,000", 김봉진 실장님 
981,2023-11-21,김봉진 실장,충남,당진 세한대학교,학교,세한대학교 당진캠퍼스,MD 55,"8,500","522,750,000", 김봉진 실장님 
982,2024-06-07,,충남,당진시,지자체,학교 교육경비 지원 - 당진정보고 운동장 개선,,,"457,788,000",
983,2024-06-07,,충남,당진시,지자체,학교 교육경비 지원 - 합덕제철고 운동장 개선,,,"527,166,000",
984,2024-06-07,,충남,당진시,지자체,석문면 삼봉리 게이트볼장 보수공사,,,"20,000,000",
985,2024-06-07,,충남,당진시,지자체,당진2동 게이트볼장 시설 보강,,,"30,000,000",
986,2024-06-07,,충남,당진시,지자체,당진3동 게이트볼장 시설 보강,,,"30,000,000",
987,2024-06-07,,충남,당진시,지자체,체육시설물 개보수 시설부대비,,,"833,300,000",
988,2024-06-07,,충남,당진시,지자체,기지시 테니스코트 조성사업,,,"400,000,000",
989,2024-06-07,,충남,당진시,지자체,송산문화스포츠센터 건립사업 (용역),,,"570,000,000",
990,2024-06-07,,충남,당진시,지자체,석문국가산단 내 파크골프장 확장공사,,,"700,000,000",
991,2024-06-07,,충남,당진시,지자체,"아산국가산단, 일반산단 공원녹지 유지관리 - 한진공원 
파크골프장 조성사업",,,"350,000,000",
992,2024-02-01,이영만 이사,충남,도청,지자체,2027년 하계세계대학 경기대회 테니스장 조성,,,,
993,2024-02-01,이영만 이사,충남,도청,지자체,충남스포츠센터 건립,,,,
994,2024-02-01,이영만 이사,충남,보령시,지자체,웅천생활체육공원 수해복구사업 설계용역,,,,
995,2024-06-07,,충남,부여군,지자체,백마강생활체육공원 파크골프장 증설,,,"2,000,000,000",
996,2024-06-07,,충남,부여군,지자체,은산면 게이트볼장 신축사업,,,"1,000,000,000",
997,2024-06-07,,충남,부여군,지자체,장암면 게이트볼장 신축사업,,,"945,000,000",
998,2023-11-02,이상원 부장,충남,서산시,지자체,"서산스포츠테마파크 (풋살장 3면, 야구장 2면)",MD 55,, - , 배정주 대표 
999,2024-06-07,,충남,서산시,지자체,팔봉면 게이트볼장 인조잔디 교체,,,"50,000,000",
1000,2024-06-07,,충남,서산시,지자체,서산 야구장 조성사업 입지 선정 및 타당성 조사 용역,,,"49,000,000",
1001,2024-06-07,,충남,서산시,지자체,지곡면 야외체육시설 조성사업 용역,,,"200,000,000",
1002,2024-06-07,,충남,서산시,지자체,스포츠테마파크(3단계)조성공사,,,"1,744,000,000",
1003,2024-06-07,,충남,서산시,지자체,서산 테크노밸리 야외체육시설 조성사업,,,"820,000,000",
1004,2024-06-07,,충남,서산시,지자체,고북테니스장 정비공사,,,"472,000,000",
1005,2024-06-07,,충남,서천군,지자체,론볼경기장 조성 시설비,,,"300,000,000",
1006,2024-06-07,,충남,서천군,지자체,서천 어울림 파크골프장 조성,,,"1,050,000,000",
1007,2024-06-07,,충남,서천군,지자체,동부권역 농업인 다목적체육관 건립,,,"500,000,000",
1008,2023-11-21,김봉진 실장,충남,아산 경찰대학교,학교,경찰대학교 인조잔디,MD 55,"10,000","615,000,000", 김봉진 실장님 
1009,2022-03-31,이상원 부장,충남,아산시,지자체, 아산 용화체육공원,MD 35,500,"26,500,000",
1010,2023-03-06,남기영 팀장,충남,아산시,지자체,도고 스포츠타운,MD 55 ,, - ,
1011,2023-09-22,남기영 팀장,충남,아산시,지자체,선장 파크골프장 조성,,,,
1012,2023-09-22,남기영 팀장,충남,아산시,지자체,배방 족구장 조성,MD 35,"1,000","53,000,000",
1013,2024-03-12,남기영 팀장,충남,아산시,지자체,농어촌공사 인주면 기초생활 거점사업,MD55,,,
1014,2024-06-07,,충남,아산시,지자체,예산 게이트볼장 개선사업,,,"400,000,000",
1015,2024-06-07,,충남,아산시,지자체,삽교천체육공원조성사업,,,"1,000,000,000",
1016,2024-06-07,,충남,아산시,지자체,대술면 게이트볼장 신축사업,,,"1,495,090,000",
1017,2024-06-07,,충남,아산시,지자체,종합운동장 게이트볼장 건립,,,"1,000,000,000",
1018,2024-06-07,,충남,아산시,지자체,백석동 파크골프장 36홀 조성,,,"3,000,000,000",
1019,2023-11-21,남기영 팀장,충남,예산군,지자체,삽교천 체육공원,,,,
1020,2023-10-17,이상원 부장,충북,중원대학교,학교,괴산 중원대학교,MD 55,"8,400","516,600,000", 배정주 대표 
1021,2024-06-07,,충북,괴산군,지자체,칠성생활체육공원 재해복구,,,"30,031,000",
1022,2024-06-07,,충북,괴산군,지자체,반다비 국민체육센터 건립,,,"2,000,000,000",
1023,2024-06-07,,충북,괴산군,지자체,송면 근린생활형 국민체육센터 건립,,,"600,000,000",
1024,2024-06-07,,충북,괴산군,지자체,괴산전천후게이트볼장잔디교체,,,"40,000,000",
1025,2024-06-07,,충북,괴산군,지자체,괴산 스포츠타운 조성,,,"572,000,000",
1026,2024-06-07,,충북,단양군,지자체,체육시설물 유지관리 - 마을단위 체육시설 유지보수 ,,,"50,000,000",
1027,2024-06-07,,충북,단양군,지자체,"체육시설물 유지관리 - 읍면 게이트볼장 유지보수 
5,000,000원*10개소",,,"50,000,000",
1028,2024-06-07,,충북,단양군,지자체,"체육시설물 유지관리 - 주요체육시설 개보수 
10,000,000원*12개소 ",,,"120,000,000",
1029,2024-06-07,,충북,단양군,지자체,체육시설물 유지관리 - 매포생활체육공원 축구장 인조잔디 교체공사 실시설계 ,,,"22,000,000",
1030,2024-01-30,김봉진 실장,충북,당진시,지자체,당진공공하수처리시설 부지 테니스장,,,,
1031,2023-11-28,이상원 부장,충북,보은군,지자체,보은 다목적종합운동장 1면 조성,MD 55,,,
1032,2024-06-07,,충북,보은군,지자체,마로면 전천후 게이트볼장 정비공사,,,"181,755,000",
1033,2023-11-28,이상원 부장,충북,음성군,지자체,"음성 생극면 생활체육공원 축구장, 풋살장, 족구장",MD 55,,,
1034,2024-06-07,,충북,음성군,지자체,생극 소규모 생활체육공원조성사업,,,"1,000,000,000",
1035,2024-06-07,,충북,음성군,지자체,원남 소규모 체육관 건립사업,,,"580,000,000",
1036,2024-02-01,이상원 부장,충북,제천시,지자체,북부지역 생활체육공원 조성사업 기본계획 용역,,,,
1037,2024-02-01,이상원 부장,충북,제천시,지자체,신백동 생활체육공원 확장사업 기본계획 용역,,,,
1038,2024-06-07,,충북,증평군,지자체,체육시설 정비 - 체육시설정비(대규모수선비POOL) ,,,"90,000,000",
1039,2024-06-07,,충북,증평군,지자체,"마을단위 체육시설 확충 - 마을단위체육시설 교체 및 설치
2,500,000원*6점",,,"15,000,000",
1040,2024-06-07,,충북,증평군,지자체,증평국민체육센터 개보수사업,,,"1,050,000,000",
1041,2024-06-07,,충북,증평군,지자체,증평스포츠테마파크 조성사업,,,"910,000,000",
1042,2023-09-12,남기영 팀장,충북,진천군,지자체, 덕산읍 스포츠타운 조성 계획,,,,
1043,2024-06-07,,충북,진천군,지자체,진천종합스포츠타운 운영 및 관리 - 체육시설 보수비,,,"7,000,000",
1044,2024-06-07,,충북,진천군,지자체,"체육시설 운영 및 정비 - 체육시설 보수비 2,000,000원*10개소",,,"20,000,000",
1045,2024-06-07,,충북,진천군,지자체,진천종합스포츠타운 다목적체육관 건립,,,"3,000,000,000",
1046,2024-06-07,,충북,진천군,지자체,진천스포츠타운 소프트테니스장 조성사업,,,"600,000,000",
1047,2023-12-27,김봉진 실장,충북,청주대학교,학교, 청주대학교 인조잔디 교체,MD 55,"7,800","479,700,000", 김봉진 실장님 
1048,2023-12-07,이상원 부장,충북,청주시,지자체,청주옥산체육공원 축구장 인조잔디 교체,MD 55,"7,700","473,550,000",
1049,2024-02-01,이상원 부장,충북,청주시,지자체,미원생활체육공원 조성공사 실시설계 용역,,,,
1050,2024-05-17,이상원 부장,충북,충주시,지자체,충주 대가미공원 인조잔디 - 관급자재,EG 55,"3,700","234,950,000",
1051,2024-06-07,,충북,충주시,지자체,금가 기곡게이트볼장 정비,,,"45,000,000",
1052,2024-06-07,,충북,충주시,지자체,제64회 충북도민체육대회 경기장 개보수,,,"2,750,000,000",
1053,2024-06-07,,충북,충주시,지자체,파크골프장 조성(전환사업) - 앙성면 파크골프장 조성 ,,,"420,000,000",
1054,2024-06-07,,충북,홍성군,지자체,국민체육센터 건립,,,"8,200,000,000",
1055,2024-06-07,,충북,홍성군,지자체,결성면 스포츠타운 조성,,,"1,050,000,000",
1056,2024-05-13,이상원 부장,군부대,해군1함대사령부,군부대,해군 1함대 족구장,MD 55,"1,200","73,800,000",
1057,2024-05-13,이상원 부장,군부대,해군3함대사령부,군부대,해군 3함대 야구장 겸용 축구장,MD 55,"11,000","676,500,000",
